path	sha256	state	flow	reason-to-change	existing-owner/reuse	test	commit
packages/containerhub-front/src/pages/MonitoringPage.vue	d40f61c4f5161feb57337c8fa0d7479554f1140ce18b25e5b082275447364a5c	blocked	monitoring	L22-33 list and row actions compete with L35-67 creation/confirmation dialogs; L118-156 interleaves load/create/save/status/delete. Keep list and action owner in page; move only creation form and its local state to direct child, retain provider. Decision: Creation form is a separate workflow, but no interaction check protects shared busy/error/list refresh; characterize before extraction.	See flow and test gate	No page interaction test; characterize open/select/validate/save/error/refresh and permission gating	-
packages/containerhub-front/src/pages/NetworksPage.vue	271e70980c3be2dffbce2099d55bef666a79f666c10bd92c3998a121e2db43fa	unchanged	docker lists	Boolean filter slot and IPAM/date cells are one network table presentation.	Existing owner retained	NetworksPage.test.ts	-
packages/containerhub-front/src/pages/NodesPage.vue	bc372c4821bc72e0fcd4a636b8c5293638fc47a89ae7005c4a8ab125ec7263bd	unchanged	docker lists	Node query synchronization and resource cells are direct list-page wiring.	Existing owner retained	NodesPage.test.ts	-
packages/containerhub-front/src/pages/RegistryImagesPage.vue	73343ec9b106db08cfdefb9b7f303e7ba0d4cfada8b6e75f5bd0695fad5ee67f	unchanged	registry/images	List owns URL selection and usage load; details are already delegated to RegistryImageDetails.	Existing owner retained	RegistryImagesPage.test.ts	-
packages/containerhub-front/src/pages/StacksPage.vue	611b5864c2c7ff49e3a96317671d7d1e5e5a333a09caaa56583bfd9020e0bef0	unchanged	docker lists	One route action and slot-item name unwrapping; extracting adds indirection.	Existing owner retained	—	-
packages/containerhub-front/src/pages/TasksMonitorizationPage.vue	45fd7ef3f93ad120e3162d8a2ee11965adcefb8536e1bb69641c76d85baca375	unchanged	monitoring	Only date/status display slots over CRUD list.	Existing owner retained	—	-
packages/containerhub-front/src/pages/cluster/ClusterVisualizer.vue	99e013558f5a487378d3f51c9bf089ff89b2d16a56c39d1c03cd20011f8ee364	unchanged	cluster	Node/task tables and status colors remain visualizer presentation; no new abstraction.	Existing owner retained	—	-
packages/containerhub-front/src/pages/cluster/RefreshOptions.vue	f2d46736b14794fe443ae56c98c251f31d333b8330e87bbbe9f8d2067ab04416	unchanged	cluster	Single display-options form; shared model is its owner.	Existing owner retained	—	-
packages/containerhub-front/src/pages/logs/TaskLogsPage.vue	c88072656e9fc3297a80ed385b6dace6f2abf5b535eef93be8506f17848656f7	unchanged	logs	Stream controls, reconnect and pause stay in one page; terminal rendering delegated.	Existing owner retained	—	-
packages/containerhub-front/src/pages/nodeResources.ts	a3fb26324234585953377117cf44d3f7750ca092d6b634d6a2665bfcf1c378e5	unchanged	docker lists	Existing single-purpose resource formatter.	Existing owner retained	—	-
packages/containerhub-front/src/pages/services/ServiceTasksPanel.vue	0826104085a7524e25c1de6a1e27e3e1236dbda364cfacaadcf506a631ec76f1	refactored	service tasks	Extracted expanded task presentation; page retains fetch, auth and navigation	ServiceCrud/taskContract	front node:test + mock Playwright + vue-tsc	b726555
packages/containerhub-front/src/pages/services/ServicesPage.vue	f40aa6cc148e919a50075f86c206ce3cd541583108d7b9347c4167236eab49cc	refactored	service tasks	Extracted expanded task presentation; page retains fetch, auth and navigation	ServiceCrud/taskContract	front node:test + mock Playwright + vue-tsc	b726555
packages/containerhub-front/src/pages/services/TaskInspectPage.vue	e184e8a198b9c72d67a12bce8d798ae2db416a25975c6da8dcd6576712fa760a	unchanged	services/tasks	Inspection summary, tree, stale read, and JSON copy are task-specific page flows; taskContract and taskInspectTree already extracted.	Existing owner retained	taskContract.test.ts; taskInspectTree.test.ts	-
packages/containerhub-front/src/pages/services/TaskStatisticsPage.vue	e1b3dab8e5308ffaffebd029bc96423bf8fe46b0a63da1a69ec1a031a3c9fcc0	unchanged	services/tasks	L17-38 renders cards and thresholds while L67-79 defines a render-function StatisticsCard alongside L81-123 polling lifecycle. Move only card markup to direct child (or local template slot); keep polling owner in page and sparklinePoints helper. Decision: Inline render-function card is 13 lines and scoped CSS; another component would add a jump without simplifying polling.	Existing owner retained	TaskStatisticsPage.test.ts L27-40 asserts h('svg') in page; relocate wiring assertion and add rendered-card check	-
packages/containerhub-front/src/pages/services/TaskTerminalPage.vue	3d4e888d56ddcabac79b4e5d65bacb900295c82d358ea65d0fca79fe5a349c3c	blocked	services/tasks	L45-72 keyboard/clipboard selection and L120-183 ticket/WebSocket retries are security-sensitive coupled terminal state; no safe readability move without interaction characterization.	See flow and test gate	No terminal interaction test; cover input/resize/close/retry and ticket consumption first	-
packages/containerhub-front/src/pages/services/taskContract.ts	613a0a2be0681c9e56e3792844a739e895a502ff52cdf72663b7d1dd40443714	unchanged	services/tasks	Existing task payload-normalization boundary.	Existing owner retained	taskContract.test.ts	-
packages/containerhub-front/src/pages/services/taskInspectTree.ts	89ec60a153a9b1d395d456c8fbe3eaeee9d7e7dcc0f74db74fe6ac43c8c88e82	unchanged	services/tasks	Existing recursive tree formatter.	Existing owner retained	taskInspectTree.test.ts	-
packages/containerhub-front/src/pages/services/taskStatistics.ts	5e6a96aa00116bd6d6ded92b6b169e80a5cc08512e360531b37dcd72901a357b	unchanged	services/tasks	Existing bounded sample/poll interval/sparkline utilities.	Existing owner retained	TaskStatisticsPage.test.ts	-
packages/containerhub-front/src/pages/services/terminalTickets.ts	dc32b71cb7612b6d8fdaf0558358c470563108d2017b7674ed4d44ab040f8a76	unchanged	services/tasks	One-shot ticket map is isolated and intentionally scoped.	Existing owner retained	—	-
packages/containerhub-front/src/pages/settings/SettingsPage.vue	5d845cf4a5bfc9cedd5f56e4ab2ce3ad91e1a8f2b5b59fdf16f6542b931160a0	unchanged	settings	Three-field settings form and fetch/save feedback are one screen.	Existing owner retained	—	-
packages/containerhub-front/src/plugins/i18n.ts	12a25ee4d7ae8981e72f0512920e062332b526a7a15647f2df796b3c21edc17a	unchanged	shell/auth	Thin plugin installer.	Existing owner retained	—	-
packages/containerhub-front/src/plugins/pinia.ts	1002ef47123be9c560d0c61c0236d0380d851530d22c449a0bdacfe504be3a0b	unchanged	shell/auth	Thin store plugin installer.	Existing owner retained	—	-
packages/containerhub-front/src/plugins/vuetify.ts	5d4ad0afc4417a8411cfd93eea451f62251cd2b3c0bbbf41ab4500d024ea0f45	unchanged	shell/auth	Static theme/locale configuration.	Existing owner retained	—	-
packages/containerhub-front/src/providers/SettingsApi.ts	8a563e97efff4f93d7618db39caca780c547dd173b4f318054ffbe4a20e6e488	unchanged	settings	Small settings transport owner; no new client abstraction.	Existing owner retained	—	-
packages/containerhub-front/src/rest.ts	3d415d9a9860b0813f579c503be6876bd17fb3ad0624b2f4431e800ddebe9841	unchanged	transport	Three explicit HTTP methods share one authorizationHeader helper; no new transport layer.	Existing owner retained	rest.test.ts	-
packages/containerhub-front/src/restHeaders.ts	3b045958ea0662a5748ae56a185dd82862f58ba220b5a134de46b25facefd5c4	unchanged	transport	Single bearer-header constructor is already the shared owner.	Existing owner retained	rest.test.ts	-
packages/containerhub-front/src/router/index.ts	106272cf8484336990710c5278d4755de2620e48650fb3922dfacacfe8e2c884	unchanged	shell/auth	Route table, imported identity-route adaptation, guards, and title/favicon hooks form one routing boundary; avoid speculative extraction.	Existing owner retained	ServicesPermission.test.ts; AuditSection.test.ts	-
packages/containerhub-front/src/setup/SetupEntities.ts	5a424ef1b8f10b3dc402863fbe9a51fe52ac3434594961e6f2bfd36042d37f9a	unchanged	shell/auth	Only registers CRUD entities in one visible list.	Existing owner retained	SetupEntities.test.ts	-
