path	sha256	flow	entry_or_caller	effect_or_consumer	tests	state	evidence	next_action
packages/containerhub-back/src/modules/services/services/__tests__/ServiceFilters.test.ts	f543ecdd0dacb37c0f8139a4c98e9660547eb235a0a04c980f8cfde2875e0ffd	services	packages/containerhub-back/src/modules/services/services/ServiceFilters.ts:33	packages/containerhub-back/src/modules/services/services/__tests__/ServiceFilters.test.ts:5	packages/containerhub-back/src/modules/services/services/__tests__/ServiceFilters.test.ts:5-5	unchanged	packages/containerhub-back/src/modules/services/services/__tests__/ServiceFilters.test.ts:5 pure filter module retains parsing and matching without Docker	packages/containerhub-back/src/modules/services/services/__tests__/ServiceFilters.test.ts:5 Es prueba mínima de import puro; no acredita cada operador
packages/containerhub-back/src/modules/services/services/__tests__/ServiceHttpCompatibility.test.ts	3d3081469ea9927e5588b8a0c85c41f5a5b472eefb5c3abe3f7e6f8dd8f2e722	services	packages/containerhub-back/src/modules/services/services/ServiceService.ts:142	packages/containerhub-back/src/modules/services/services/__tests__/ServiceHttpCompatibility.test.ts:61	packages/containerhub-back/src/modules/services/services/__tests__/ServiceHttpCompatibility.test.ts:61-108	unchanged	packages/containerhub-back/src/modules/services/services/__tests__/ServiceHttpCompatibility.test.ts:61 missing service returns 404 instead of an internal error; packages/containerhub-back/src/modules/services/services/__tests__/ServiceHttpCompatibility.test.ts:108 legacy service list reveals configuration only to the dedicated permission	packages/containerhub-back/src/modules/services/services/__tests__/ServiceHttpCompatibility.test.ts:108 Mantener distinción 404/503 y redacción por permiso
packages/containerhub-back/src/modules/services/services/__tests__/ServiceInspectCompatibility.test.ts	38fab2fc8e96bfcc0ce1a3d98f673d42155fb346caf236216a7606b77220fcdc	services	packages/containerhub-back/src/modules/services/helpers/mapInspectToServiceModel.ts:146	packages/containerhub-back/src/modules/services/services/__tests__/ServiceInspectCompatibility.test.ts:48	packages/containerhub-back/src/modules/services/services/__tests__/ServiceInspectCompatibility.test.ts:48-92	unchanged	packages/containerhub-back/src/modules/services/services/__tests__/ServiceInspectCompatibility.test.ts:48 maps the Docker-recoverable legacy discovery fields; packages/containerhub-back/src/modules/services/services/__tests__/ServiceInspectCompatibility.test.ts:92 reveals legacy environment and label values only when explicitly requested	packages/containerhub-back/src/modules/services/services/__tests__/ServiceInspectCompatibility.test.ts:92 Mantener mapping de legacy/redacción; no prueba API
packages/containerhub-back/src/modules/services/services/__tests__/ServiceLogs.test.ts	9fa254733b3d581f6612f94320d4a4f5969f3daaab1cf7d3329085c06f8ed935	services	packages/containerhub-back/src/modules/services/services/ServiceService.ts:551	packages/containerhub-back/src/modules/services/services/__tests__/ServiceLogs.test.ts:47	packages/containerhub-back/src/modules/services/services/__tests__/ServiceLogs.test.ts:47-112	unchanged	packages/containerhub-back/src/modules/services/services/__tests__/ServiceLogs.test.ts:47 service logs select the normalized running task id; packages/containerhub-back/src/modules/services/services/__tests__/ServiceLogs.test.ts:112 service logs deny an unauthenticated request	packages/containerhub-back/src/modules/services/services/__tests__/ServiceLogs.test.ts:112 Mantener 401/403/null; WS streaming requiere prueba aparte
packages/containerhub-back/src/modules/services/services/__tests__/ServiceMutationAudit.test.ts	2e11eefa88f08d6c9c92eb8ce0b0f026277313d60095e76f2a0a40cc259b52a3	services	packages/containerhub-back/src/modules/services/services/ServiceMutationAudit.ts:29	packages/containerhub-back/src/modules/services/services/__tests__/ServiceMutationAudit.test.ts:10	packages/containerhub-back/src/modules/services/services/__tests__/ServiceMutationAudit.test.ts:10-10	unchanged	packages/containerhub-back/src/modules/services/services/__tests__/ServiceMutationAudit.test.ts:10 service mutation audit survives a real SQLite read	packages/containerhub-back/src/modules/services/services/__tests__/ServiceMutationAudit.test.ts:10 SQLite temporal real pero auditoría puede suprimir errores; contrastar logs si se cambia
packages/containerhub-back/src/modules/services/services/__tests__/ServiceRemove.test.ts	7c88e7f167dc692d56649fd217e216888e5e4d4a25eea2cbb943a7df6e9f8cb0	services	packages/containerhub-back/src/modules/services/services/ServiceService.ts:254	packages/containerhub-back/src/modules/services/services/__tests__/ServiceRemove.test.ts:48	packages/containerhub-back/src/modules/services/services/__tests__/ServiceRemove.test.ts:48-131	unchanged	packages/containerhub-back/src/modules/services/services/__tests__/ServiceRemove.test.ts:48 remove many reports each service success and failure without aborting the batch; packages/containerhub-back/src/modules/services/services/__tests__/ServiceRemove.test.ts:131 remove selected requires DOCKER_REMOVE	packages/containerhub-back/src/modules/services/services/__tests__/ServiceRemove.test.ts:131 Mantener resultados parciales/audit failure y permisos
packages/containerhub-back/src/modules/services/services/__tests__/ServiceRestart.test.ts	dea347b30611168e784d6f90da83bba8feca2e91c4041c9c8569b7cc2b5f4a50	services	packages/containerhub-back/src/modules/services/services/ServiceService.ts:227	packages/containerhub-back/src/modules/services/services/__tests__/ServiceRestart.test.ts:47	packages/containerhub-back/src/modules/services/services/__tests__/ServiceRestart.test.ts:47-106	unchanged	packages/containerhub-back/src/modules/services/services/__tests__/ServiceRestart.test.ts:47 restart many reports each service success, warning and failure without aborting the batch; packages/containerhub-back/src/modules/services/services/__tests__/ServiceRestart.test.ts:106 restart selected requires DOCKER_RESTART	packages/containerhub-back/src/modules/services/services/__tests__/ServiceRestart.test.ts:106 Mantener restart parcial/warnings y permiso
packages/containerhub-back/src/modules/services/services/__tests__/ServiceService.test.ts	c9c61eb7028b07b4401dc86f3bb97cffa15fbc360b4b6aa8182429176c0b3f06	services	packages/containerhub-back/src/modules/services/services/ServiceFilters.ts:62	packages/containerhub-back/src/modules/services/services/__tests__/ServiceService.test.ts:17	packages/containerhub-back/src/modules/services/services/__tests__/ServiceService.test.ts:17-23	unchanged	packages/containerhub-back/src/modules/services/services/__tests__/ServiceService.test.ts:17 sorts services by image name with tag; packages/containerhub-back/src/modules/services/services/__tests__/ServiceService.test.ts:23 parses and applies every Drax dynamic filter operator	packages/containerhub-back/src/modules/services/services/__tests__/ServiceService.test.ts:23 Mantener operadores Drax; prueba actual no recorre HTTP/paginación
packages/containerhub-back/src/modules/services/services/__tests__/ServiceUpdate.test.ts	992dbbdbe9ed63a220ecc65f2a89a6ac8ec8e672dfcb9777bf89612de39a604e	services	packages/containerhub-back/src/modules/services/services/ServiceService.ts:189	packages/containerhub-back/src/modules/services/services/__tests__/ServiceUpdate.test.ts:55	packages/containerhub-back/src/modules/services/services/__tests__/ServiceUpdate.test.ts:55-117	unchanged	packages/containerhub-back/src/modules/services/services/__tests__/ServiceUpdate.test.ts:55 update service sends Docker version with legacy resource and rollout policies; packages/containerhub-back/src/modules/services/services/__tests__/ServiceUpdate.test.ts:117 update service rejects malformed input before inspecting Docker	packages/containerhub-back/src/modules/services/services/__tests__/ServiceUpdate.test.ts:117 Mantener partial/update/null y versión Docker
packages/containerhub-back/src/modules/services/services/__tests__/TaskContract.test.ts	b8f0f793c0e003d8d2d301077cfc2da9fab9353645e85e428783ee016b77e34c	services	packages/containerhub-back/src/modules/services/services/ServiceService.ts:336	packages/containerhub-back/src/modules/services/services/__tests__/TaskContract.test.ts:5	packages/containerhub-back/src/modules/services/services/__tests__/TaskContract.test.ts:5-25	unchanged	packages/containerhub-back/src/modules/services/services/__tests__/TaskContract.test.ts:5 maps a Docker task to the terminal-safe selected task model; packages/containerhub-back/src/modules/services/services/__tests__/TaskContract.test.ts:25 keeps a task without a container visible but not terminal-capable	packages/containerhub-back/src/modules/services/services/__tests__/TaskContract.test.ts:25 Mantener tarea pendiente visible sin terminal
packages/containerhub-back/src/modules/services/services/__tests__/TaskInspect.test.ts	d9d5de60aeb4c70609dd5e3859400a334d5942e7ea81f635b29ede04d7392a28	services	packages/containerhub-back/src/modules/services/services/ServiceService.ts:277	packages/containerhub-back/src/modules/services/services/__tests__/TaskInspect.test.ts:36	packages/containerhub-back/src/modules/services/services/__tests__/TaskInspect.test.ts:36-36	blocked	packages/containerhub-back/src/modules/services/services/__tests__/TaskInspect.test.ts:36 task inspect requires DOCKER_VIEW, redacts secret values and reports missing tasks	packages/containerhub-back/src/modules/services/services/__tests__/TaskInspect.test.ts:36 Lectura incompleta por valores enmascarados en fixture y esperado; no declarar revisado
packages/containerhub-back/src/modules/services/services/__tests__/TaskInspectRedaction.test.ts	f929f888ff214e6278b02a37cc69136b056fad682d0be230e64df7414441bd7c	services	packages/containerhub-back/src/modules/services/services/ServiceService.ts:284	packages/containerhub-back/src/modules/services/services/__tests__/TaskInspectRedaction.test.ts:5	packages/containerhub-back/src/modules/services/services/__tests__/TaskInspectRedaction.test.ts:5-5	unchanged	packages/containerhub-back/src/modules/services/services/__tests__/TaskInspectRedaction.test.ts:5 task inspect redaction hides every environment and label value without mutating Docker data	packages/containerhub-back/src/modules/services/services/__tests__/TaskInspectRedaction.test.ts:5 Mantener redacción inmutable con Env/Labels/Args
packages/containerhub-back/src/modules/services/services/__tests__/TaskLogs.test.ts	034c9d25d74df643fa026ad3b21d24525795e612013d74f240f0ef1e7cf47681	services	packages/containerhub-back/src/modules/services/services/ServiceService.ts:448	packages/containerhub-back/src/modules/services/services/__tests__/TaskLogs.test.ts:13	packages/containerhub-back/src/modules/services/services/__tests__/TaskLogs.test.ts:13-39	unchanged	packages/containerhub-back/src/modules/services/services/__tests__/TaskLogs.test.ts:13 decodes complete Docker multiplexed task logs without header bytes; packages/containerhub-back/src/modules/services/services/__tests__/TaskLogs.test.ts:39 accepts bounded positive task log tails	packages/containerhub-back/src/modules/services/services/__tests__/TaskLogs.test.ts:39 Falta caracterizar stream error/fragmentos UTF-8 antes de tocar decoder
packages/containerhub-back/src/modules/services/services/__tests__/TaskStats.test.ts	d47eb43f53c0a2dd2794b84648b26d604721b6eb5fdd0f508819ec45b07c7cd2	services	packages/containerhub-back/src/modules/services/services/ServiceService.ts:388	packages/containerhub-back/src/modules/services/services/__tests__/TaskStats.test.ts:54	packages/containerhub-back/src/modules/services/services/__tests__/TaskStats.test.ts:54-68	unchanged	packages/containerhub-back/src/modules/services/services/__tests__/TaskStats.test.ts:54 task stats select the task node while preserving local daemon access; packages/containerhub-back/src/modules/services/services/__tests__/TaskStats.test.ts:68 stats endpoint enforces permission and returns 503 rather than local fallback when the worker fails	packages/containerhub-back/src/modules/services/services/__tests__/TaskStats.test.ts:68 Mantener sin fallback remoto y 503
packages/containerhub-back/src/modules/services/services/__tests__/TaskTerminalRouting.test.ts	fcd95bc2c1f2bc7683286ee52488e4a8986b138c8d11369accf6f30400e4ac92	services	packages/containerhub-back/src/modules/services/services/ServiceService.ts:356	packages/containerhub-back/src/modules/services/services/__tests__/TaskTerminalRouting.test.ts:31	packages/containerhub-back/src/modules/services/services/__tests__/TaskTerminalRouting.test.ts:31-31	unchanged	packages/containerhub-back/src/modules/services/services/__tests__/TaskTerminalRouting.test.ts:31 task terminal routes remote tasks by node and container; keeps local exec and rejects stopped tasks/shells	packages/containerhub-back/src/modules/services/services/__tests__/TaskTerminalRouting.test.ts:31 Mantener ruteo local/remoto y rechazo de shell/tarea detenida
packages/containerhub-back/src/modules/services/services/__tests__/TerminalSessionService.test.ts	dd6ae3ad9c8443f25253beb8ca5f917cf2b7b8444b7a8e1f6205b33f8335beaa	services	packages/containerhub-back/src/modules/services/services/TerminalSessionService.ts:17	packages/containerhub-back/src/modules/services/services/__tests__/TerminalSessionService.test.ts:5	packages/containerhub-back/src/modules/services/services/__tests__/TerminalSessionService.test.ts:5-24	unchanged	packages/containerhub-back/src/modules/services/services/__tests__/TerminalSessionService.test.ts:5 consumes a terminal ticket once while preserving its owner binding; packages/containerhub-back/src/modules/services/services/__tests__/TerminalSessionService.test.ts:24 only permits supported interactive shells	packages/containerhub-back/src/modules/services/services/__tests__/TerminalSessionService.test.ts:24 Mantener expira/un uso; multi-proceso no probado
packages/containerhub-front/src/cruds/ServiceCrud.ts	1d637beaabeb4f4fd43fcb76ec3ab65398fdaeee2b778defa9f34ab8c9683aa3	services	packages/containerhub-front/src/pages/services/ServicesPage.vue:154	packages/containerhub-back/src/modules/services/routes/ServiceRoutes.ts:79	packages/containerhub-front/src/pages/services/__tests__/ServicesTasks.test.ts:5	blocked	packages/containerhub-front/src/cruds/ServiceCrud.ts:44 provider serializa filtros; fetchAll alimenta opciones de stack/imagen	packages/containerhub-front/src/cruds/ServiceCrud.ts:44 Lectura bloqueada en authHeader: no decidir extracción hasta acceso íntegro permitido
packages/containerhub-front/src/cruds/ServiceFilterOptions.ts	2f94292b34e0258260fbe0616099ef62dbe06955fac55bc9d8ad3e17d334ff17	services	packages/containerhub-front/src/cruds/ServiceCrud.ts:131	packages/containerhub-front/src/pages/services/ServicesPage.vue:185	packages/containerhub-front/src/pages/services/__tests__/ServicesTasks.test.ts:71	unchanged	packages/containerhub-front/src/cruds/ServiceFilterOptions.ts:6 deduplica/sort de stacks y nombres de imagen para selects	packages/containerhub-front/src/cruds/ServiceFilterOptions.ts:6 Mantener helper puro compartido con ServiceCrud
packages/containerhub-front/src/pages/logs/TaskLogsPage.vue	c88072656e9fc3297a80ed385b6dace6f2abf5b535eef93be8506f17848656f7	services	packages/containerhub-front/src/pages/services/ServicesPage.vue:241	packages/containerhub-back/src/modules/services/routes/ServiceRoutes.ts:138	packages/containerhub-front/src/pages/services/__tests__/ServicesTasks.test.ts:5	unchanged	packages/containerhub-front/src/pages/logs/TaskLogsPage.vue:69 reconnect cierra socket previo y sólo sus eventos alteran estado; SettingsApi limita tail	packages/containerhub-front/src/pages/logs/TaskLogsPage.vue:69 Mantener dueño WS local; caracterizar reconexión/error con UI real antes de mover
packages/containerhub-front/src/pages/services/ServiceTasksPanel.vue	0826104085a7524e25c1de6a1e27e3e1236dbda364cfacaadcf506a631ec76f1	services	packages/containerhub-front/src/pages/services/ServicesPage.vue:94	packages/containerhub-front/src/pages/services/ServicesPage.vue:256	packages/containerhub-front/src/pages/services/__tests__/ServicesTasks.test.ts:5	unchanged	packages/containerhub-front/src/pages/services/ServiceTasksPanel.vue:64 panel sólo presenta tareas, decide visibilidad y emite cinco acciones al padre	packages/containerhub-front/src/pages/services/ServiceTasksPanel.vue:64 Mantener componente de presentación; no duplicar fetching ni permisos
packages/containerhub-front/src/pages/services/ServicesPage.vue	f40aa6cc148e919a50075f86c206ce3cd541583108d7b9347c4167236eab49cc	services	packages/containerhub-front/src/cruds/ServiceCrud.ts:44	packages/containerhub-back/src/modules/services/routes/ServiceRoutes.ts:111	packages/containerhub-front/src/pages/services/__tests__/ServicesTasks.test.ts:44	unchanged	packages/containerhub-front/src/pages/services/ServicesPage.vue:198 vista posee tabla/filtros, carga tareas/nodos, batch restart/remove, links y tickets; revisión de puerta: La tabla, los filtros y la selección pertenecen a la página; ServiceTasksPanel ya separa presentación de tareas y los helpers de filtro/contrato ya existen. Extraer restart/remove duplica refs o introduce muchas props/events para dos acciones con mensajes distintos. Riesgo de romper gating, resultados parciales y refresco; beneficio neto insuficiente.	Conservar límite actual. Sólo reconsiderar extracción si una nueva acción añade una responsabilidad independiente: mismo escenario Playwright antes/después con respuestas interceptadas, permisos separados, error/resultado parcial, selección, refresh y conteo/orden de peticiones. Live auth/backend/Swarm y mutaciones destructivas requieren fixture y autorización independientes.
packages/containerhub-front/src/pages/services/TaskInspectPage.vue	e184e8a198b9c72d67a12bce8d798ae2db416a25975c6da8dcd6576712fa760a	services	packages/containerhub-front/src/pages/services/ServiceTasksPanel.vue:17	packages/containerhub-back/src/modules/services/routes/ServiceRoutes.ts:121	packages/containerhub-front/src/pages/services/__tests__/taskInspectTree.test.ts:5	unchanged	packages/containerhub-front/src/pages/services/TaskInspectPage.vue:111 fetch inspect con secuencia, fallback service ID y alerta stale; tree/JSON se derivan del payload	packages/containerhub-front/src/pages/services/TaskInspectPage.vue:111 Mantener request y estado en la página; agregar prueba de error/fallback antes de extracción
packages/containerhub-front/src/pages/services/TaskStatisticsPage.vue	e1b3dab8e5308ffaffebd029bc96423bf8fe46b0a63da1a69ec1a031a3c9fcc0	services	packages/containerhub-front/src/pages/services/ServiceTasksPanel.vue:18	packages/containerhub-back/src/modules/services/services/ServiceService.ts:388	packages/containerhub-front/src/pages/services/__tests__/TaskStatisticsPage.test.ts:14	unchanged	packages/containerhub-front/src/pages/services/TaskStatisticsPage.vue:93 poll usa timeout tras respuesta y secuencia para ignorar viejas; helper limita muestras	packages/containerhub-front/src/pages/services/TaskStatisticsPage.vue:93 Mantener polling en página; prueba actual del temporizador es regex, no demuestra teardown
packages/containerhub-front/src/pages/services/TaskTerminalPage.vue	3d4e888d56ddcabac79b4e5d65bacb900295c82d358ea65d0fca79fe5a349c3c	services	packages/containerhub-front/src/pages/services/ServicesPage.vue:256	packages/containerhub-back/src/modules/services/routes/TerminalRoutes.ts:77	packages/containerhub-front/src/pages/services/__tests__/ServicesTasks.test.ts:34	blocked	packages/containerhub-front/src/pages/services/TaskTerminalPage.vue:120 ticket consumido, WS ready y terminal xterm; retry pide ticket nuevo y teardown dispone recursos; revisión de puerta: La selección de teclado, input xterm, ResizeObserver, WebSocket, ticket de un uso y retry comparten terminal/socket y teardown; separar composable ahora crea interfaz de callbacks y estado duplicado. Existe valor potencial al aislar teclado si se demuestra un límite puro, pero el comportamiento navegador (especialmente selección/clipboard, reconexión y resize) no está caracterizado con suficiente amplitud. Riesgo alto; no aprobar por longitud.	Corte no ejecutado; puerta: Antes de proponer mover teclado o conexión, correr misma prueba de navegador antes/después con backend coherente o WS interceptado: ready/binario, Unicode/Ctrl+S, selección/copy/paste, resize, error/retry que obtiene ticket nuevo y unmount sin socket/observer vivo; afirmar orden/conteo de solicitudes y comprobar consola. El spec live exige login/task real autorizado; tests textuales y WS backend simulado no lo sustituyen. Sólo aprobar si la frontera resultante elimina estado de página sin propagar callbacks.
packages/containerhub-front/src/pages/services/__tests__/ServicesTasks.test.ts	3e6ca8714db02ba2c47d114de903a11beefaeaeabdc02287a952cd716a6cf51c	services	packages/containerhub-front/src/pages/services/ServicesPage.vue:198	packages/containerhub-front/src/pages/services/__tests__/ServicesTasks.test.ts:5	packages/containerhub-front/src/pages/services/__tests__/ServicesTasks.test.ts:5-71	unchanged	packages/containerhub-front/src/pages/services/__tests__/ServicesTasks.test.ts:5 services retain the original expandable task list and separate logs page; packages/containerhub-front/src/pages/services/__tests__/ServicesTasks.test.ts:71 service images link to Registry and accept image deep-link filters	packages/containerhub-front/src/pages/services/__tests__/ServicesTasks.test.ts:71 Regex sobre fuente no prueba comportamiento; E2E services-readability cubre expansión, falta error WS y batch
packages/containerhub-front/src/pages/services/__tests__/TaskStatisticsPage.test.ts	f55975a26ae7c38bdef9c8707a363375995ef9adce5566c2c106165b1afc2d94	services	packages/containerhub-front/src/pages/services/taskStatistics.ts:14	packages/containerhub-front/src/pages/services/__tests__/TaskStatisticsPage.test.ts:14	packages/containerhub-front/src/pages/services/__tests__/TaskStatisticsPage.test.ts:14-27	unchanged	packages/containerhub-front/src/pages/services/__tests__/TaskStatisticsPage.test.ts:14 task statistics keeps a bounded sample history and maps supported polling intervals; packages/containerhub-front/src/pages/services/__tests__/TaskStatisticsPage.test.ts:27 services expose a protected task statistics page with bounded polling teardown	packages/containerhub-front/src/pages/services/__tests__/TaskStatisticsPage.test.ts:27 Helpers ejecutados; teardown de página sólo regex, prueba UI necesaria
packages/containerhub-front/src/pages/services/__tests__/taskContract.test.ts	1fd0437f16baefd25599284b4fc5ea627d3b5f8550ab19227be5d9570c901d10	services	packages/containerhub-front/src/pages/services/taskContract.ts:20	packages/containerhub-front/src/pages/services/__tests__/taskContract.test.ts:5	packages/containerhub-front/src/pages/services/__tests__/taskContract.test.ts:5-28	unchanged	packages/containerhub-front/src/pages/services/__tests__/taskContract.test.ts:5 normalizes legacy Docker task payloads for task actions; packages/containerhub-front/src/pages/services/__tests__/taskContract.test.ts:28 rejects task payloads without an identifier	packages/containerhub-front/src/pages/services/__tests__/taskContract.test.ts:28 Mantener contratos Docker/normalizado/sin ID
packages/containerhub-front/src/pages/services/__tests__/taskInspectTree.test.ts	ff36d31e1c98453467ef5aff10c05374d1546485acd703059c8075297f5932a5	services	packages/containerhub-front/src/pages/services/taskInspectTree.ts:3	packages/containerhub-front/src/pages/services/__tests__/taskInspectTree.test.ts:5	packages/containerhub-front/src/pages/services/__tests__/taskInspectTree.test.ts:5-5	unchanged	packages/containerhub-front/src/pages/services/__tests__/taskInspectTree.test.ts:5 inspect tree preserves types, empty values, multiline strings and stable distinct paths	packages/containerhub-front/src/pages/services/__tests__/taskInspectTree.test.ts:5 Mantener rutas JSON para claves repetidas y valores vacíos
packages/containerhub-front/src/pages/services/taskContract.ts	613a0a2be0681c9e56e3792844a739e895a502ff52cdf72663b7d1dd40443714	services	packages/containerhub-front/src/pages/services/ServicesPage.vue:209	packages/containerhub-front/src/pages/services/ServiceTasksPanel.vue:9	packages/containerhub-front/src/pages/services/__tests__/taskContract.test.ts:5	unchanged	packages/containerhub-front/src/pages/services/taskContract.ts:20 normaliza shape Docker legacy o actual y descarta tarea sin ID	packages/containerhub-front/src/pages/services/taskContract.ts:20 Mantener helper puro; test de legacy/normalizado existe
packages/containerhub-front/src/pages/services/taskInspectTree.ts	89ec60a153a9b1d395d456c8fbe3eaeee9d7e7dcc0f74db74fe6ac43c8c88e82	services	packages/containerhub-front/src/pages/services/TaskInspectPage.vue:77	packages/containerhub-front/src/pages/services/TaskInspectPage.vue:37	packages/containerhub-front/src/pages/services/__tests__/taskInspectTree.test.ts:5	unchanged	packages/containerhub-front/src/pages/services/taskInspectTree.ts:3 IDs JSON de rutas preservan claves anidadas y tipos en árbol	packages/containerhub-front/src/pages/services/taskInspectTree.ts:3 Mantener transformación pura junto al consumidor
packages/containerhub-front/src/pages/services/taskStatistics.ts	5e6a96aa00116bd6d6ded92b6b169e80a5cc08512e360531b37dcd72901a357b	services	packages/containerhub-front/src/pages/services/TaskStatisticsPage.vue:50	packages/containerhub-front/src/pages/services/TaskStatisticsPage.vue:75	packages/containerhub-front/src/pages/services/__tests__/TaskStatisticsPage.test.ts:14	unchanged	packages/containerhub-front/src/pages/services/taskStatistics.ts:20 muestra limitada a 25 y sparkline SVG con valores ausentes omitidos	packages/containerhub-front/src/pages/services/taskStatistics.ts:20 Mantener cálculo puro; no añadir biblioteca gráfica
packages/containerhub-front/src/pages/services/terminalTickets.ts	dc32b71cb7612b6d8fdaf0558358c470563108d2017b7674ed4d44ab040f8a76	services	packages/containerhub-front/src/pages/services/ServicesPage.vue:258	packages/containerhub-front/src/pages/services/TaskTerminalPage.vue:160	packages/containerhub-front/src/pages/services/__tests__/ServicesTasks.test.ts:34	unchanged	packages/containerhub-front/src/pages/services/terminalTickets.ts:5 mapa en memoria de tickets de un uso entre navegación y terminal	packages/containerhub-front/src/pages/services/terminalTickets.ts:5 Mantener paso efímero; caracterizar navegación/retry si cambia arquitectura de páginas
packages/containerhub-back/src/factories/AuthenticationHeaders.ts	69776cf32de72196e78bd5a3d02214fa9952c92eead572682cd194ec3ad744da	back-integrations	index.ts:6	promoteBearerApiKey in factory:113; x-api-key middleware:123	factories/__tests__/AuthenticationHeaders.test.ts:7-24	unchanged	packages/containerhub-back/src/factories/AuthenticationHeaders.ts:3-9	Keep single compatibility adapter; preserve precedence.
packages/containerhub-back/src/factories/GraphQLSchema.ts	acede525eeee75bea9a24d59ff46396c4967f418fdb43b5520bac7edbb19d2a5	back-integrations	index.ts:8; YogaFastifyServerFactory.ts:16	GraphQL schema and resolvers loaded by YogaFastifyServer.ts:11-20	factories/__tests__/YogaFastifyServerFactory.test.ts:21-61 (OpenAPI only)	unchanged	packages/containerhub-back/src/factories/GraphQLSchema.ts:6-14	Keep loader localized; GraphQL real integration not exercised here.
packages/containerhub-back/src/factories/YogaFastifyServerFactory.ts	5733c7c8b9f68fffd58fee63517227836581392ed8818647f899527a8f83b187	back-integrations	index.ts:8; factories/__tests__/YogaFastifyServerFactory.test.ts:22	Fastify middleware, Swagger, REST routes and Yoga server	factories/__tests__/YogaFastifyServerFactory.test.ts:21-61; ApiKeyAuthentication.test.ts:15-113	refactored	packages/containerhub-back/src/factories/YogaFastifyServerFactory.ts:92-149; revisión de puerta: Sólo aislar la transformación Swagger dentro del mismo archivo; no dividir el factory ni mover los hooks de autenticación, WebSocket o el orden de registro. La extracción mecánica acorta el bloque de composición sin cambiar su contrato.	Corte local f626048; pruebas focales y compilación GREEN. No API real
packages/containerhub-back/src/factories/__tests__/ApiKeyAuthentication.test.ts	d124866446b2760b82fa91455aca31461ea841ac03fbc39af2ac3278e8c7293e	back-integrations	/api/auth/login to /api/services/health and key deletion	JWT/API-key middleware and protected service response	self:15-113	blocked	packages/containerhub-back/src/factories/__tests__/ApiKeyAuthentication.test.ts:15-113; packages/containerhub-back/src/factories/__tests__/ApiKeyAuthentication.test.ts:48,59,73,90,105 (masked)	Masked credential/permission fragments prevent whole-file review; do not bypass masking; resume only through authorized review.
packages/containerhub-back/src/factories/__tests__/AuditSection.test.ts	e464456a4e1f501a6665cfcde37eb9d531ba7a3f0baae9d9cd0a4a0003d1eb26	back-integrations	SetupContainerHub.ts imports; /api/audits injection	persisted audit read, denied role 403, anonymous 401	self:11-93	blocked	packages/containerhub-back/src/factories/__tests__/AuditSection.test.ts:11-93; packages/containerhub-back/src/factories/__tests__/AuditSection.test.ts:70,82 (masked)	Masked credential/permission fragments prevent whole-file review; do not bypass masking; resume only through authorized review.
packages/containerhub-back/src/factories/__tests__/AuthenticationHeaders.test.ts	ecebc40c8ea8ea90a159e7318b903757ed6fa659bcc216d00f66d82136291f36	back-integrations	factory onRequest hook; Bearer API key	header promotion, explicit key precedence, JWT intact	self:7-24	blocked	packages/containerhub-back/src/factories/__tests__/AuthenticationHeaders.test.ts:7-24; packages/containerhub-back/src/factories/__tests__/AuthenticationHeaders.test.ts:8,19 (masked)	Masked credential/permission fragments prevent whole-file review; do not bypass masking; resume only through authorized review.
packages/containerhub-back/src/factories/__tests__/YogaFastifyServerFactory.test.ts	ab72cca15193f97237ef44a08892b0b007ac21e4c10c81c38452f18b7fa4f021	back-integrations	YogaFastifyServerFactory.ts swagger register	OpenAPI paths, security and /documentation	self:21-61	unchanged	packages/containerhub-back/src/factories/__tests__/YogaFastifyServerFactory.test.ts:21-61; Caracterización de parámetro id, seguridad y 200 de tag-pipeline GREEN antes/después del corte; tests vecinos 6/6, tsc 0 (f626048).; Metadata tag required y pattern conservados en OpenAPI; test focal 6/6 y tsc 0 (6a14f9a).	Keep spec assertions; no request validation proof.
packages/containerhub-back/src/index.ts	493f7b129ae22376f2eb925b6c6350282d884b1899ebb66d213e6d8010ecb6c6	back-integrations	process startup	setup, optional static, monitoring manager, /status, listen	setup/__tests__/SetupContainerHub.test.ts:101-135; servers/__tests__/FrontendStatic.test.ts:9-31	unchanged	packages/containerhub-back/src/index.ts:1-20	Keep sequential bootstrap ownership; runtime startup not exercised here.
packages/containerhub-back/src/modules/gitlab/routes/GitLabRoutes.ts	545fec0968f2016d2146a77f8de6b46103bc6e5dae9c542f0657d91974b543e3	back-integrations	YogaFastifyServerFactory.ts:141; GitLabProjectsCrud.ts:25	requirePermission DOCKER_VIEW; fetchProjects/tags/tag-pipeline	modules/gitlab/routes/__tests__/GitLabRoutes.test.ts:5-42 (Fastify inject); factories/__tests__/YogaFastifyServerFactory.test.ts:42	unchanged	packages/containerhub-back/src/modules/gitlab/routes/GitLabRoutes.ts:6-28	No route extraction; route regex is not permission/error integration proof.
